site_id,country_code,site_name,region,latitude,longitude,spatial_precision_m,spatial_confidence,geometry_source,coordinate_evidence,coordinate_artifact_types,document_ids,dois,titles,publication_years,corpora,staged_measurement_count
site:pochvovedenie:Pochved2111009Nesteruk:text:raw:dms:l:2,RU,"Reported study point 45.531625, 39.184194",,45.531625,39.184194444444444,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"(47°0′58.42″ N, 39°33′39.19″ E; фоновая почва – 47°0′59.10″ N, 39°33′43.74″ E); курганом 1 в мо- гильнике Дядьковский XXXIV (45°32′7.22″ N,  1308 ПОЧВОВЕДЕНИЕ   № 11   2021 НЕСТЕРУК и др. 39°10′45.01″ E, фоновая почва – 45°31′53.85″ N, 39°11′3.10″ E); курганом 27 в могильнике 27 насы- пей у хутора Дербентский (45°30′23.1″ N, 38°57′11.4″ E, фоновая почва – 45°30′26.70″ N, 38°56′59.30″ Е). Раннежелезный век представлен палеопочвами, погребенными под каменными и земляными конструкциями древних поселений мео",text,pochvovedenie:Pochved2111009Nesteruk,,ПАЛЕОЭКОЛОГИЧЕСКИЕ УСЛОВИЯ КУБАНО-ПРИАЗОВСКОЙ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2111009Nesteruk:text:raw:dms:l:3,RU,"Reported study point 45.506417, 38.953167",,45.50641666666667,38.95316666666667,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary," мо- гильнике Дядьковский XXXIV (45°32′7.22″ N,  1308 ПОЧВОВЕДЕНИЕ   № 11   2021 НЕСТЕРУК и др. 39°10′45.01″ E, фоновая почва – 45°31′53.85″ N, 39°11′3.10″ E); курганом 27 в могильнике 27 насы- пей у хутора Дербентский (45°30′23.1″ N, 38°57′11.4″ E, фоновая почва – 45°30′26.70″ N, 38°56′59.30″ Е). Раннежелезный век представлен палеопочвами, погребенными под каменными и земляными конструкциями древних поселений меотской культуры, которые располагались на территории современного г. Ростова-на-Дону: Те- ме",text,pochvovedenie:Pochved2111009Nesteruk,,ПАЛЕОЭКОЛОГИЧЕСКИЕ УСЛОВИЯ КУБАНО-ПРИАЗОВСКОЙ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2111009Nesteruk:text:raw:dms:l:4,RU,"Reported study point 47.215417, 39.700306",,47.21541666666667,39.70030555555556,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary," Раннежелезный век представлен палеопочвами, погребенными под каменными и земляными конструкциями древних поселений меотской культуры, которые располагались на территории современного г. Ростова-на-Дону: Те- мерницкого (47°12′55.5″ N, 39°42′1.1″ E) и Нижне- гниловского (47°11′37.9″ N, 39°37′18.4″ E) городищ. Изучали разрезы фоновых почв – современных аналогов погребенных почв на территории трех курганных могильников. Для почв Темерницкого и Нижнегниловского городищ из-за антропоген- ной нарушенности (р",text,pochvovedenie:Pochved2111009Nesteruk,,ПАЛЕОЭКОЛОГИЧЕСКИЕ УСЛОВИЯ КУБАНО-ПРИАЗОВСКОЙ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2111009Nesteruk:text:raw:dms:l:5,RU,"Reported study point 47.193861, 39.621778",,47.193861111111104,39.62177777777778,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"енными под каменными и земляными конструкциями древних поселений меотской культуры, которые располагались на территории современного г. Ростова-на-Дону: Те- мерницкого (47°12′55.5″ N, 39°42′1.1″ E) и Нижне- гниловского (47°11′37.9″ N, 39°37′18.4″ E) городищ. Изучали разрезы фоновых почв – современных аналогов погребенных почв на территории трех курганных могильников. Для почв Темерницкого и Нижнегниловского городищ из-за антропоген- ной нарушенности (распашки, городской за- стройки) современных почв мик",text,pochvovedenie:Pochved2111009Nesteruk,,ПАЛЕОЭКОЛОГИЧЕСКИЕ УСЛОВИЯ КУБАНО-ПРИАЗОВСКОЙ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2111009Nesteruk:text:raw:dms:l:6,RU,"Reported study point 47.277389, 39.327056",,47.277388888888886,39.32705555555556,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"ропоген- ной нарушенности (распашки, городской за- стройки) современных почв микрорайона города, в котором располагались объекты как фон выбра- ли почву на 86-летней залежи на территории за- казника “Степь Приазовская” (47°16′38.6″ N, 39°19′37.4″ E). Согласно ранее проведенным ис- следованиям [24, 25, 33], почва данной залежи представлена черноземом сегрегационным поста- грогенным среднемощным тяжелосуглинистым на лёссовидном суглинке, который сформирован в сходных с изучаемыми палеопочвами городищ ли- ",text,pochvovedenie:Pochved2111009Nesteruk,,ПАЛЕОЭКОЛОГИЧЕСКИЕ УСЛОВИЯ КУБАНО-ПРИАЗОВСКОЙ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2111010Nikitin:text:raw:russian_decimal_degrees:lat_first:6,RU,"Reported soil-study context 76.190000, 62.720000",,76.19,62.72,,reported,"Explicit author-reported russian_decimal_degrees_cardinal coordinate; country validated; audited soil_context_without_sampling_action. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""pochvovedenie:Pochved2111010Nikitin:text:raw:russian_decimal_degrees:lat_first:6"", ""audit_category"": ""soil_context_without_sampling_action"", ""source_context"": ""ter LG-16 O + W 4–17 108.5 ± 10.9 12 ± 2 9 Arthrobacter Streptomyces Aquaspirillum, Alcaligenes,  Clostridium LG-17 Сca 17–30 29.6 ± 3.0 2.7 ± 0.17 3 Arthrobacter Streptomyces Aquaspirillum, Alcaligenes,  Caulobacter  1352 ПОЧВОВЕДЕНИЕ   № 11   2021 НИКИТИН и др. Русская Гавань, 76.19° с.ш., 62.72° в.д. Криозем глееватый  скелетный RG-1 О 0–4 104.5 ± 10.5 45 ± 9 12 Bacillus,  Myxococcus Cytophaga Polyangium, Pseudomonas,  Aquaspirillum, Xanthobacter,  Clostridium, Sporocytophaga RG-2 CR 4–11 72.1 ± 7.2 12 ± 4.5 4 Bacillus – Aquaspirillum, Alcaligenes, Azo- tobacter, Clostridium RG-3 СRg 11–22 10.6 ± 1.3 – – Bacillus – Aquaspirillum, Alcaligenes,  Caulobacter, Azotobacter Петр""}",text,pochvovedenie:Pochved2111010Nikitin,,ЭКОЛОГО-ТРОФИЧЕСКАЯ СТРУКТУРА И ТАКСОНОМИЧЕСКАЯ,2021,pochvovedenie,2
site:pochvovedenie:Pochved2111012Savin:text:raw:dms:l:0,RU,"Reported study point 53.807125, 36.762844",,53.807125,36.76284444444445,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"очвенного покрова пахотных уго- дий, который целиком базируется на использова- нии спутниковых данных. ОБЪЕКТ И МЕТОДЫ В качестве тестовых участков использовались 2 пахотных поля: одно в Тульской области (Стре- лецкое – 53°48′25.65″ N, 36°45′46.24″ E, площадью 63 га) и другое – в Кабардино-Балкарской Респуб- лике (Белокаменское – 43°52′51.13″N, 42°58′14.73″ E, площадью около 15 га) (рис. 1). Оба поля характеризуются достаточно контраст- ным почвенным покровом и охватывают как водо- раздельные пространства",text,pochvovedenie:Pochved2111012Savin,,ОЦЕНКА КОНТРАСТНОСТИ ПОЧВЕННОГО ПОКРОВА ПАХОТНЫХ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2111012Savin:text:raw:dms:l:1,RU,"Reported study point 43.880869, 42.970758",,43.88086944444444,42.970758333333336,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"МЕТОДЫ В качестве тестовых участков использовались 2 пахотных поля: одно в Тульской области (Стре- лецкое – 53°48′25.65″ N, 36°45′46.24″ E, площадью 63 га) и другое – в Кабардино-Балкарской Респуб- лике (Белокаменское – 43°52′51.13″N, 42°58′14.73″ E, площадью около 15 га) (рис. 1). Оба поля характеризуются достаточно контраст- ным почвенным покровом и охватывают как водо- раздельные пространства, так и склоны. В качестве основы для анализа использовались почвенные карты хозяйств исходного масштаба 1 : 10",text,pochvovedenie:Pochved2111012Savin,,ОЦЕНКА КОНТРАСТНОСТИ ПОЧВЕННОГО ПОКРОВА ПАХОТНЫХ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2112004Desyatkin:text:raw:dms:l:0,RU,"Reported study point 71.279444, 114.477222",,71.27944444444444,114.47722222222222,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"  1425 варя –35.1°С, среднегодовое количество осадков 130–230 мм [17]. Ключевые участки находятся в зоне сплошного распространения многолетней мерзлоты в тундре и лиственничном редколесье. Разрез Р-18.12.А (коор- динаты 71°16′ 46″ N, 114°28′38″ E) заложен в дриа- дово-пушицевой моховой тундре. Исследованный профиль расположен на участке со слабоволни- стым микрорельефом, на вершине берегового ува- ла левобережья р. Маят. Последовательность гори- зонтов в профиле: О (0–7 см) – моховой очес и свежий опа",text,pochvovedenie:Pochved2112004Desyatkin,,КРИОЗЕМЫ И ПАЛЕВЫЕ СЛАБОДИФФЕРЕНЦИРОВАННЫЕ ПОЧВЫ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2112004Desyatkin:text:raw:dms:l:1,RU,"Reported study point 71.357778, 114.638333",,71.35777777777777,114.63833333333334,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary," расположен в кустар- ничково-лишайниково-моховом лиственничном редколесье, на территории с выраженным бугорко- ватым микрорельефом и большим количеством морозобойных трещин на поверхности. Разрез Р-12.12.А (координаты: 71°21′28″ N, 114°38′18″ E) заложен в долине ручья 41, бассейн р. Маят, на вершине берегового увала первой террасы. Поч- вообразующие породы представлены делювиаль- но-пролювиальными суглинистыми отложения- ми древней коры выветривания Анабарского плато. Последовательность горизонтов в",text,pochvovedenie:Pochved2112004Desyatkin,,КРИОЗЕМЫ И ПАЛЕВЫЕ СЛАБОДИФФЕРЕНЦИРОВАННЫЕ ПОЧВЫ,2021,pochvovedenie,0
